Time ,epoch,stage,train loss,accuracy
16:27.0,4,0.0752,0.074053772,97.5
16:28.3,4,0.0768,0.022833873,100
16:29.6,4,0.0784,0.145427108,95
16:30.9,4,0.08,0.079474837,97.5
16:32.2,4,0.0816,0.122602284,95
16:33.6,4,0.0832,0.10204605,92.5
16:34.9,4,0.0848,0.065941051,95
16:36.2,4,0.0864,0.101503298,97.5
16:37.5,4,0.088,0.004713854,100
16:38.8,4,0.0896,0.014568828,100
16:40.1,4,0.0912,0.09253861,97.5
16:41.4,4,0.0928,0.124971591,95
16:42.7,4,0.0944,0.124823332,95
16:44.0,4,0.096,0.084214367,95
16:45.3,4,0.0976,0.179133773,95
16:46.6,4,0.0992,0.163036376,92.5
16:47.9,4,0.1008,0.246820644,95
16:49.2,4,0.1024,0.091321416,97.5
16:50.5,4,0.104,0.069091998,97.5
16:51.8,4,0.1056,0.088136569,97.5
16:53.1,4,0.1072,0.039019268,100
16:54.4,4,0.1088,0.216161534,92.5
16:55.7,4,0.1104,0.061913036,97.5
16:57.0,4,0.112,0.119905114,95
16:58.3,4,0.1136,0.026815016,100
16:59.7,4,0.1152,0.12017341,97.5
17:01.0,4,0.1168,0.08256676,97.5
17:02.3,4,0.1184,0.218911096,95
17:03.6,4,0.12,0.011485734,100
17:04.9,4,0.1216,0.091827974,97.5
17:06.2,4,0.1232,0.070571654,100
17:07.5,4,0.1248,0.120110892,95
17:08.8,4,0.1264,0.008344392,100
17:10.1,4,0.128,0.017702287,100
17:11.4,4,0.1296,0.172161639,92.5
17:12.7,4,0.1312,0.155208051,95
17:14.0,4,0.1328,0.097393081,97.5
17:15.3,4,0.1344,0.1440873,95
17:16.6,4,0.136,0.142664045,95
17:17.9,4,0.1376,0.031351767,100
17:19.2,4,0.1392,0.0639937,97.5
17:20.5,4,0.1408,0.031050522,100
17:21.8,4,0.1424,0.105627775,95
17:23.1,4,0.144,0.06079457,97.5
17:24.4,4,0.1456,0.304210305,92.5
17:25.7,4,0.1472,0.017928192,100
17:27.0,4,0.1488,0.227785438,92.5
17:28.3,4,0.1504,0.027927101,100
17:29.6,4,0.152,0.117293909,95
17:31.0,4,0.1536,0.011002853,100
17:32.2,4,0.1552,0.072578765,97.5
17:33.5,4,0.1568,0.013676998,100
17:34.8,4,0.1584,0.066120848,97.5
17:36.2,4,0.16,0.142603531,95
17:37.5,4,0.1616,0.134776086,92.5
17:38.8,4,0.1632,0.048393391,97.5
17:40.1,4,0.1648,0.107195362,95
17:41.4,4,0.1664,0.034317996,100
17:42.7,4,0.168,0.032475911,100
17:44.0,4,0.1696,0.134936333,95
17:45.3,4,0.1712,0.007430314,100
17:46.6,4,0.1728,0.065129749,97.5
17:47.9,4,0.1744,0.016590474,100
17:49.2,4,0.176,0.037525363,100
17:50.5,4,0.1776,0.095304705,97.5
17:51.8,4,0.1792,0.102490082,97.5
17:53.1,4,0.1808,0.064986132,97.5
17:54.4,4,0.1824,0.042934183,97.5
17:55.7,4,0.184,0.129015267,95
17:57.0,4,0.1856,0.080510519,95
17:58.3,4,0.1872,0.056265347,100
17:59.6,4,0.1888,0.081905738,97.5
18:00.9,4,0.1904,0.087942675,97.5
18:02.2,4,0.192,0.084095448,97.5
18:03.5,4,0.1936,0.188281268,92.5
18:04.8,4,0.1952,0.090349533,95
18:06.1,4,0.1968,0.025979724,100
18:07.4,4,0.1984,0.051959462,97.5
18:08.7,4,0.2,0.052299492,100
18:10.0,4,0.2016,0.07742621,97.5
18:11.3,4,0.2032,0.097964242,95
18:12.6,4,0.2048,0.153262675,95
18:14.0,4,0.2064,0.03552793,97.5
18:15.3,4,0.208,0.047998771,97.5
18:16.6,4,0.2096,0.040863764,97.5
18:17.9,4,0.2112,0.037883773,97.5
18:19.2,4,0.2128,0.201173499,92.5
18:20.5,4,0.2144,0.074355312,95
18:21.8,4,0.216,0.192844853,95
18:23.1,4,0.2176,0.05103121,100
18:24.4,4,0.2192,0.060561389,97.5
18:25.7,4,0.2208,0.080781676,97.5
18:27.0,4,0.2224,0.134005994,97.5
18:28.3,4,0.224,0.034252163,97.5
18:29.6,4,0.2256,0.029897276,100
18:30.9,4,0.2272,0.041047316,100
18:32.2,4,0.2288,0.338636011,90
18:33.5,4,0.2304,0.01654241,100
18:34.8,4,0.232,0.336708128,92.5
18:36.1,4,0.2336,0.069326416,97.5
18:37.4,4,0.2352,0.029252416,100
18:38.7,4,0.2368,0.09800484,97.5
18:40.0,4,0.2384,0.039295625,97.5
18:41.3,4,0.24,0.03617429,100
18:42.6,4,0.2416,0.073495738,97.5
18:44.0,4,0.2432,0.028969744,97.5
18:45.3,4,0.2448,0.081148848,92.5
18:46.6,4,0.2464,0.03769353,100
18:47.9,4,0.248,0.080203265,97.5
18:49.2,4,0.2496,0.091822684,97.5
18:50.5,4,0.2512,0.023683053,100
18:51.8,4,0.2528,0.079496667,97.5
18:53.1,4,0.2544,0.217492297,87.5
18:54.4,4,0.256,0.011107999,100
18:55.7,4,0.2576,0.082242213,97.5
18:57.0,4,0.2592,0.093380794,95
18:58.3,4,0.2608,0.030108247,100
18:59.6,4,0.2624,0.008287009,100
19:00.9,4,0.264,0.055926479,95
19:02.2,4,0.2656,0.069809876,97.5
19:03.5,4,0.2672,0.119054295,97.5
19:04.8,4,0.2688,0.013340774,100
19:06.1,4,0.2704,0.205151647,90
19:07.4,4,0.272,0.089007691,97.5
19:08.7,4,0.2736,0.007212881,100
19:10.0,4,0.2752,0.255030155,92.5
19:11.3,4,0.2768,0.032099355,97.5
19:12.6,4,0.2784,0.021054665,100
19:13.9,4,0.28,0.063670665,97.5
19:15.2,4,0.2816,0.080246814,95
19:16.6,4,0.2832,0.046472404,97.5
19:17.9,4,0.2848,0.101956919,95
19:19.2,4,0.2864,0.048292644,97.5
19:20.5,4,0.288,0.102128759,97.5
19:21.8,4,0.2896,0.018860729,100
19:23.1,4,0.2912,0.057504553,97.5
19:24.4,4,0.2928,0.053222887,97.5
19:25.7,4,0.2944,0.010217386,100
19:27.0,4,0.296,0.016799027,100
19:28.3,4,0.2976,0.056863476,97.5
19:29.6,4,0.2992,0.009280409,100
19:30.9,4,0.3008,0.00514473,100
19:32.2,4,0.3024,0.005586923,100
19:33.5,4,0.304,0.062621661,100
19:34.8,4,0.3056,0.217460468,95
19:36.1,4,0.3072,0.022069393,100
19:37.4,4,0.3088,0.030183017,97.5
19:38.7,4,0.3104,0.082941569,95
19:40.0,4,0.312,0.269573033,92.5
19:41.4,4,0.3136,0.013418974,100
19:42.7,4,0.3152,0.081080765,95
19:44.0,4,0.3168,0.283093661,90
19:45.3,4,0.3184,0.242438525,90
19:46.6,4,0.32,0.088985555,97.5
19:47.9,4,0.3216,0.093508661,95
19:49.2,4,0.3232,0.176911563,92.5
19:50.5,4,0.3248,0.095620185,95
19:51.8,4,0.3264,0.33591792,90
19:53.1,4,0.328,0.108062074,97.5
19:54.4,4,0.3296,0.065168202,97.5
19:55.7,4,0.3312,0.218506902,90
19:57.0,4,0.3328,0.103679895,95
19:58.4,4,0.3344,0.058949627,100
19:59.7,4,0.336,0.131237134,95
20:01.0,4,0.3376,0.039312895,100
20:02.3,4,0.3392,0.106581569,95
20:03.6,4,0.3408,0.177607983,92.5
20:04.9,4,0.3424,0.041637473,97.5
20:06.2,4,0.344,0.119138516,92.5
20:07.5,4,0.3456,0.044358261,100
20:08.8,4,0.3472,0.096198939,97.5
20:10.1,4,0.3488,0.024179431,100
20:11.4,4,0.3504,0.020752946,100
20:12.7,4,0.352,0.107352413,95
20:14.0,4,0.3536,0.116768673,97.5
20:15.3,4,0.3552,0.015266931,100
20:16.6,4,0.3568,0.205106705,95
20:17.9,4,0.3584,0.059581716,97.5
20:19.2,4,0.36,0.159721166,95
20:20.5,4,0.3616,0.072201125,97.5
20:21.8,4,0.3632,0.026343012,97.5
20:23.1,4,0.3648,0.142818704,92.5
20:24.5,4,0.3664,0.011750308,100
20:25.8,4,0.368,0.433284938,92.5
20:27.1,4,0.3696,0.095630065,97.5
20:28.4,4,0.3712,0.249481827,97.5
20:29.7,4,0.3728,0.145722836,92.5
20:31.0,4,0.3744,0.056824543,97.5
20:32.3,4,0.376,0.009600933,100
20:33.6,4,0.3776,0.176286682,95
20:34.9,4,0.3792,0.015579459,100
20:36.2,4,0.3808,0.029717524,100
20:37.5,4,0.3824,0.132689863,92.5
20:38.8,4,0.384,0.029519256,100
20:40.1,4,0.3856,0.096491493,95
20:41.4,4,0.3872,0.136714354,97.5
20:42.7,4,0.3888,0.052428979,97.5
20:44.0,4,0.3904,0.144792944,95
20:45.3,4,0.392,0.04130641,95
20:46.6,4,0.3936,0.072801091,97.5
20:47.9,4,0.3952,0.074485257,97.5
20:49.3,4,0.3968,0.16219759,92.5
20:50.6,4,0.3984,0.061805923,97.5
20:51.9,4,0.4,0.27802068,92.5
20:53.2,4,0.4016,0.038266122,97.5
20:54.5,4,0.4032,0.223536223,92.5
20:55.8,4,0.4048,0.23044233,90
20:57.1,4,0.4064,0.174936384,92.5
20:58.4,4,0.408,0.08681874,92.5
20:59.7,4,0.4096,0.11104928,97.5
21:01.0,4,0.4112,0.077531584,97.5
21:02.3,4,0.4128,0.047034997,97.5
21:03.6,4,0.4144,0.116863012,95
21:04.9,4,0.416,0.133662298,97.5
21:06.2,4,0.4176,0.025914237,100
21:07.5,4,0.4192,0.091961488,97.5
21:08.8,4,0.4208,0.123762168,97.5
21:10.1,4,0.4224,0.184319317,97.5
21:11.4,4,0.424,0.015891049,100
21:12.7,4,0.4256,0.042942088,97.5
21:14.0,4,0.4272,0.178730458,90
21:15.4,4,0.4288,0.095075943,97.5
21:16.7,4,0.4304,0.06577491,97.5
21:18.0,4,0.432,0.034033388,100
21:19.3,4,0.4336,0.030884504,100
21:20.6,4,0.4352,0.023535799,100
21:21.9,4,0.4368,0.132147565,95
21:23.2,4,0.4384,0.064523548,97.5
21:24.5,4,0.44,0.053397279,97.5
21:25.8,4,0.4416,0.044609629,100
21:27.1,4,0.4432,0.065283358,97.5
21:28.4,4,0.4448,0.072392896,97.5
21:29.7,4,0.4464,0.089819625,97.5
21:31.0,4,0.448,0.16173023,95
21:32.3,4,0.4496,0.018652072,100
21:33.6,4,0.4512,0.130951121,92.5
21:34.9,4,0.4528,0.028997829,100
21:36.2,4,0.4544,0.030951053,100
21:37.5,4,0.456,0.058010269,97.5
21:38.8,4,0.4576,0.065485299,95
21:40.1,4,0.4592,0.032946654,100
21:41.4,4,0.4608,0.059539407,97.5
21:42.7,4,0.4624,0.087283626,97.5
21:44.0,4,0.464,0.158656552,95
21:45.4,4,0.4656,0.096799187,95
21:46.7,4,0.4672,0.053036906,97.5
21:48.0,4,0.4688,0.121717378,97.5
21:49.3,4,0.4704,0.015229982,100
21:50.6,4,0.472,0.176746294,95
21:51.9,4,0.4736,0.047731094,97.5
21:53.2,4,0.4752,0.127757221,97.5
21:54.5,4,0.4768,0.418488443,92.5
21:55.8,4,0.4784,0.158592939,92.5
21:57.1,4,0.48,0.107338823,97.5
21:58.4,4,0.4816,0.048118912,100
21:59.7,4,0.4832,0.205349296,95
22:01.0,4,0.4848,0.018847734,100
22:02.3,4,0.4864,0.035434712,100
22:03.6,4,0.488,0.090425625,95
22:04.9,4,0.4896,0.027033422,100
22:06.2,4,0.4912,0.144520253,95
22:07.5,4,0.4928,0.116278909,95
22:08.8,4,0.4944,0.160676807,95
22:10.1,4,0.496,0.040557362,97.5
22:11.4,4,0.4976,0.193771347,92.5
22:12.7,4,0.4992,0.058563732,97.5
22:14.0,4,0.5008,0.078009486,97.5
22:15.4,4,0.5024,0.029222723,100
22:16.7,4,0.504,0.184744909,90
22:18.0,4,0.5056,0.135005429,95
22:19.3,4,0.5072,0.102371909,95
22:20.6,4,0.5088,0.062840149,97.5
22:21.9,4,0.5104,0.053838491,95
22:23.2,4,0.512,0.063928142,97.5
22:24.5,4,0.5136,0.092012517,95
22:25.8,4,0.5152,0.125638217,95
22:27.1,4,0.5168,0.048214708,97.5
22:28.4,4,0.5184,0.110498026,97.5
22:29.7,4,0.52,0.037814494,100
22:31.0,4,0.5216,0.103251278,95
22:32.3,4,0.5232,0.090117052,97.5
22:33.6,4,0.5248,0.10909196,95
22:34.9,4,0.5264,0.022059185,100
22:36.2,4,0.528,0.11051897,95
22:37.5,4,0.5296,0.221016377,95
22:38.9,4,0.5312,0.021749822,100
22:40.2,4,0.5328,0.056980241,97.5
22:41.5,4,0.5344,0.066361502,97.5
22:42.8,4,0.536,0.184969693,92.5
22:44.1,4,0.5376,0.11705859,92.5
22:45.4,4,0.5392,0.032697454,100
22:46.7,4,0.5408,0.100725673,97.5
22:48.0,4,0.5424,0.015412027,100
22:49.3,4,0.544,0.140868992,95
22:50.6,4,0.5456,0.10816431,95
22:51.9,4,0.5472,0.012448372,100
22:53.2,4,0.5488,0.033159249,100
22:54.5,4,0.5504,0.083302811,95
22:55.8,4,0.552,0.05624349,97.5
22:57.1,4,0.5536,0.041251384,100
22:58.4,4,0.5552,0.021670651,100
22:59.7,4,0.5568,0.031834051,97.5
23:01.0,4,0.5584,0.054105096,97.5
23:02.3,4,0.56,0.084518567,97.5
23:03.7,4,0.5616,0.138508335,95
23:05.0,4,0.5632,0.050544929,97.5
23:06.3,4,0.5648,0.101726234,95
23:07.6,4,0.5664,0.037855279,100
23:08.9,4,0.568,0.169701084,95
23:10.2,4,0.5696,0.10583061,92.5
23:11.5,4,0.5712,0.09450797,97.5
23:12.8,4,0.5728,0.090708867,97.5
23:14.1,4,0.5744,0.064289153,97.5
23:15.4,4,0.576,0.049166858,97.5
23:16.7,4,0.5776,0.309117615,92.5
23:18.0,4,0.5792,0.106889486,97.5
23:19.3,4,0.5808,0.127260357,97.5
23:20.6,4,0.5824,0.040547315,100
23:21.9,4,0.584,0.02360189,100
23:23.2,4,0.5856,0.104917265,97.5
23:24.5,4,0.5872,0.186781645,90
23:25.8,4,0.5888,0.038320072,100
23:27.1,4,0.5904,0.047673944,100
23:28.4,4,0.592,0.019711344,100
23:29.7,4,0.5936,0.079203665,97.5
23:31.0,4,0.5952,0.042275332,100
23:32.4,4,0.5968,0.082601249,95
23:33.7,4,0.5984,0.066281438,95
23:35.0,4,0.6,0.049451429,100
23:36.3,4,0.6016,0.135328054,95
23:37.6,4,0.6032,0.044987839,97.5
23:38.9,4,0.6048,0.051803906,97.5
23:40.2,4,0.6064,0.063306049,100
23:41.5,4,0.608,0.056363732,97.5
23:42.8,4,0.6096,0.107237376,95
23:44.1,4,0.6112,0.06426473,97.5
23:45.4,4,0.6128,0.074286141,97.5
23:46.7,4,0.6144,0.128215745,95
23:48.0,4,0.616,0.032883346,100
23:49.3,4,0.6176,0.025303047,100
23:50.6,4,0.6192,0.015173132,100
23:51.9,4,0.6208,0.123300947,95
23:53.2,4,0.6224,0.053906143,97.5
23:54.5,4,0.624,0.145984232,92.5
23:55.8,4,0.6256,0.001951664,100
23:57.1,4,0.6272,0.060770638,100
23:58.4,4,0.6288,0.137041122,92.5
23:59.8,4,0.6304,0.145140663,92.5
24:01.1,4,0.632,0.163059026,95
24:02.4,4,0.6336,0.017956372,100
24:03.7,4,0.6352,0.057488907,97.5
24:05.0,4,0.6368,0.098264366,95
24:06.3,4,0.6384,0.043121383,97.5
24:07.6,4,0.64,0.01677357,100
24:08.9,4,0.6416,0.076381847,97.5
24:10.2,4,0.6432,0.051777434,97.5
24:11.5,4,0.6448,0.03427688,100
24:12.8,4,0.6464,0.090916,97.5
24:14.1,4,0.648,0.115130141,95
24:15.4,4,0.6496,0.154810667,92.5
24:16.7,4,0.6512,0.031168178,100
24:18.0,4,0.6528,0.120659754,95
24:19.3,4,0.6544,0.068048291,97.5
24:20.7,4,0.656,0.078195818,95
24:22.0,4,0.6576,0.03320631,100
24:23.3,4,0.6592,0.18411389,92.5
24:24.6,4,0.6608,0.026430016,100
24:25.9,4,0.6624,0.167805165,95
24:27.2,4,0.664,0.188993737,90
24:28.5,4,0.6656,0.348963052,90
24:29.8,4,0.6672,0.240608409,95
24:31.1,4,0.6688,0.146481708,92.5
24:32.4,4,0.6704,0.114226833,97.5
24:33.7,4,0.672,0.118746936,95
24:35.0,4,0.6736,0.018022079,100
24:36.3,4,0.6752,0.103708252,97.5
24:37.6,4,0.6768,0.072234467,97.5
24:38.9,4,0.6784,0.033738755,100
24:40.2,4,0.68,0.207669258,95
24:41.5,4,0.6816,0.084171057,95
24:42.8,4,0.6832,0.178375259,92.5
24:44.1,4,0.6848,0.154581517,95
24:45.4,4,0.6864,0.19213292,97.5
24:46.7,4,0.688,0.047474809,100
24:48.0,4,0.6896,0.0470239,97.5
24:49.3,4,0.6912,0.048601352,100
24:50.7,4,0.6928,0.178244486,95
24:52.0,4,0.6944,0.168160409,95
24:53.3,4,0.696,0.09775345,95
24:54.6,4,0.6976,0.143892094,95
24:55.9,4,0.6992,0.102564618,97.5
24:57.2,4,0.7008,0.113342546,97.5
24:58.5,4,0.7024,0.080155306,100
24:59.8,4,0.704,0.02836219,100
25:01.1,4,0.7056,0.062159844,97.5
25:02.4,4,0.7072,0.125032291,95
25:03.7,4,0.7088,0.038753606,100
25:05.0,4,0.7104,0.025887882,100
25:06.3,4,0.712,0.101938128,97.5
25:07.6,4,0.7136,0.045859367,100
25:08.9,4,0.7152,0.057007827,97.5
25:10.3,4,0.7168,0.076604396,97.5
25:11.6,4,0.7184,0.007643023,100
25:12.9,4,0.72,0.199810773,92.5
25:14.2,4,0.7216,0.049161892,97.5
25:15.5,4,0.7232,0.023076024,100
25:16.8,4,0.7248,0.231132552,87.5
25:18.1,4,0.7264,0.03737535,100
25:19.4,4,0.728,0.130362079,95
25:20.7,4,0.7296,0.174145192,92.5
25:22.0,4,0.7312,0.029894382,100
25:23.3,4,0.7328,0.035517953,97.5
25:24.6,4,0.7344,0.091364428,97.5
25:25.9,4,0.736,0.035171371,100
25:27.2,4,0.7376,0.238954946,90
25:28.5,4,0.7392,0.041848812,97.5
25:29.8,4,0.7408,0.020041797,100
25:31.1,4,0.7424,0.047864936,97.5
25:32.4,4,0.744,0.103777006,95
25:33.7,4,0.7456,0.075244039,97.5
25:35.0,4,0.7472,0.037407368,100
25:36.3,4,0.7488,0.060228962,97.5
25:37.7,4,0.7504,0.212888315,92.5
25:39.0,4,0.752,0.052417278,97.5
25:40.3,4,0.7536,0.272799373,92.5
25:41.6,4,0.7552,0.045140743,97.5
25:42.9,4,0.7568,0.032107241,100
25:44.2,4,0.7584,0.081776872,97.5
25:45.5,4,0.76,0.033566441,100
25:46.8,4,0.7616,0.131402567,95
25:48.1,4,0.7632,0.022766154,100
25:49.4,4,0.7648,0.117335454,97.5
25:50.7,4,0.7664,0.238114312,92.5
25:52.0,4,0.768,0.047240697,97.5
25:53.3,4,0.7696,0.0902564,95
25:54.6,4,0.7712,0.117492482,97.5
25:55.9,4,0.7728,0.051008828,100
25:57.2,4,0.7744,0.307255924,92.5
25:58.6,4,0.776,0.001717463,100
25:59.9,4,0.7776,0.054569114,97.5
26:01.2,4,0.7792,0.081767067,100
26:02.5,4,0.7808,0.043554626,97.5
26:03.8,4,0.7824,0.120451987,97.5
26:05.1,4,0.784,0.139457136,92.5
26:06.4,4,0.7856,0.025713596,100
26:07.7,4,0.7872,0.088377409,97.5
26:09.0,4,0.7888,0.040050223,97.5
26:10.3,4,0.7904,0.117178366,95
26:11.6,4,0.792,0.019233506,100
26:12.9,4,0.7936,0.033150032,97.5
26:14.2,4,0.7952,0.02572763,100
26:15.5,4,0.7968,0.111835122,95
26:16.8,4,0.7984,0.042747863,100
26:18.1,4,0.8,0.144221187,92.5
26:19.4,4,0.8016,0.096802041,95
26:20.7,4,0.8032,0.001390197,100
26:22.1,4,0.8048,0.025184691,100
26:23.4,4,0.8064,0.238088563,90
26:24.7,4,0.808,0.170563191,97.5
26:26.0,4,0.8096,0.12586084,92.5
26:27.3,4,0.8112,0.044338111,100
26:28.6,4,0.8128,0.014889198,100
26:29.9,4,0.8144,0.066690691,97.5
26:31.2,4,0.816,0.170248777,92.5
26:32.5,4,0.8176,0.034446888,100
26:33.8,4,0.8192,0.032635074,100
26:35.1,4,0.8208,0.124087617,92.5
26:36.4,4,0.8224,0.1955311,95
26:37.7,4,0.824,0.055081736,97.5
26:39.0,4,0.8256,0.114503458,95
26:40.3,4,0.8272,0.126999781,95
26:41.6,4,0.8288,0.068068482,97.5
26:42.9,4,0.8304,0.230293795,95
26:44.2,4,0.832,0.137463003,95
26:45.5,4,0.8336,0.034081113,100
26:46.8,4,0.8352,0.088979483,97.5
26:48.1,4,0.8368,0.356472254,92.5
26:49.4,4,0.8384,0.088380136,95
26:50.7,4,0.84,0.041972406,100
26:52.0,4,0.8416,0.075874284,97.5
26:53.3,4,0.8432,0.022881269,100
26:54.6,4,0.8448,0.223365501,92.5
26:55.9,4,0.8464,0.18677862,92.5
26:57.3,4,0.848,0.209499687,92.5
26:58.6,4,0.8496,0.061121237,97.5
26:59.9,4,0.8512,0.05079148,100
27:01.2,4,0.8528,0.103674456,95
27:02.5,4,0.8544,0.061134927,97.5
27:03.8,4,0.856,0.17793563,95
27:05.1,4,0.8576,0.0374263,100
27:06.4,4,0.8592,0.06581293,95
27:07.7,4,0.8608,0.01866433,100
27:09.0,4,0.8624,0.098028719,97.5
27:10.3,4,0.864,0.043596093,100
27:11.6,4,0.8656,0.087895848,97.5
27:12.9,4,0.8672,0.076549061,97.5
27:14.2,4,0.8688,0.111352444,95
27:15.5,4,0.8704,0.115074158,97.5
27:16.8,4,0.872,0.173051566,95
27:18.1,4,0.8736,0.124372706,97.5
27:19.4,4,0.8752,0.206858203,95
27:20.7,4,0.8768,0.022631258,100
27:22.0,4,0.8784,0.227274254,92.5
27:23.3,4,0.88,0.022884611,100
27:24.6,4,0.8816,0.046802212,97.5
27:25.9,4,0.8832,0.12715292,92.5
27:27.2,4,0.8848,0.052249182,97.5
27:28.6,4,0.8864,0.163298845,95
27:29.9,4,0.888,0.075799078,97.5
27:31.2,4,0.8896,0.02552996,100
27:32.5,4,0.8912,0.091993645,97.5
27:33.8,4,0.8928,0.159177899,95
27:35.1,4,0.8944,0.005724921,100
27:36.4,4,0.896,0.023132954,100
27:37.7,4,0.8976,0.056209307,97.5
27:39.0,4,0.8992,0.061155014,95
27:40.3,4,0.9008,0.041778959,100
27:41.6,4,0.9024,0.04311223,97.5
27:42.9,4,0.904,0.087545395,97.5
27:44.2,4,0.9056,0.353447497,90
27:45.5,4,0.9072,0.033533093,97.5
27:46.8,4,0.9088,0.133185074,95
27:48.1,4,0.9104,0.052236188,97.5
27:49.4,4,0.912,0.294699192,87.5
27:50.7,4,0.9136,0.132929653,95
27:52.0,4,0.9152,0.077100918,97.5
27:53.4,4,0.9168,0.031719696,100
27:54.7,4,0.9184,0.085675403,97.5
27:56.0,4,0.92,0.2549299,95
27:57.3,4,0.9216,0.146814853,95
27:58.6,4,0.9232,0.045572922,97.5
27:59.9,4,0.9248,0.064477518,97.5
28:01.2,4,0.9264,0.084153369,97.5
28:02.5,4,0.928,0.197680116,92.5
28:03.8,4,0.9296,0.021200908,100
28:05.1,4,0.9312,0.02377836,100
28:06.4,4,0.9328,0.111510359,95
28:07.7,4,0.9344,0.236059755,92.5
28:09.0,4,0.936,0.032644041,100
28:10.3,4,0.9376,0.039772592,97.5
28:11.6,4,0.9392,0.075121552,97.5
28:13.0,4,0.9408,0.19221437,95
28:14.3,4,0.9424,0.112551451,97.5
28:15.6,4,0.944,0.054855864,100
28:16.9,4,0.9456,0.024099931,100
28:18.2,4,0.9472,0.143657476,97.5
28:19.5,4,0.9488,0.103635445,97.5
28:20.8,4,0.9504,0.111908898,95
28:22.1,4,0.952,0.020800974,100
28:23.4,4,0.9536,0.15798457,92.5
28:24.7,4,0.9552,0.027863691,100
28:26.0,4,0.9568,0.030025726,100
28:27.3,4,0.9584,0.116192877,97.5
28:28.6,4,0.96,0.041783739,97.5
28:29.9,4,0.9616,0.119148888,95
28:31.2,4,0.9632,0.026492005,100
28:32.5,4,0.9648,0.015939178,100
28:33.8,4,0.9664,0.110199355,97.5
28:35.1,4,0.968,0.15094848,92.5
28:36.4,4,0.9696,0.027545685,100
28:37.8,4,0.9712,0.038486052,97.5
28:39.1,4,0.9728,0.040709939,100
28:40.4,4,0.9744,0.019299746,100
28:41.7,4,0.976,0.030530229,100
28:43.0,4,0.9776,0.17248252,95
28:44.3,4,0.9792,0.102144636,97.5
28:45.6,4,0.9808,0.114214167,97.5
28:46.9,4,0.9824,0.134263933,92.5
28:48.2,4,0.984,0.084444545,95
28:49.5,4,0.9856,0.192980379,95
28:50.8,4,0.9872,0.031054948,100
28:52.1,4,0.9888,0.033880752,100
28:53.4,4,0.9904,0.075818501,100
28:54.8,4,0.992,0.026724437,100
28:56.1,4,0.9936,0.061883189,97.5
28:57.4,4,0.9952,0.125800788,95
28:58.7,4,0.9968,0.039677594,97.5
29:00.0,4,0.9984,0.112032853,95
29:01.3,4,1,0.139623716,92.5
29:02.6,5,0.0016,0.07053791,95
29:03.9,5,0.0032,0.011707461,100
29:05.2,5,0.0048,0.04403723,100
29:06.5,5,0.0064,0.023369748,100
29:07.8,5,0.008,0.025178349,100
29:09.1,5,0.0096,0.020349741,100
29:10.4,5,0.0112,0.00677999,100
29:11.8,5,0.0128,0.017931756,100
29:13.1,5,0.0144,0.036852371,97.5
29:14.4,5,0.016,0.065402292,95
29:15.7,5,0.0176,0.063975647,97.5
29:17.0,5,0.0192,0.082154974,95
29:18.3,5,0.0208,0.03902686,97.5
29:19.6,5,0.0224,0.010634362,100
29:20.9,5,0.024,0.003535538,100
29:22.2,5,0.0256,0.017668745,100
29:23.5,5,0.0272,0.065592267,97.5
29:24.8,5,0.0288,0.001340299,100
29:26.1,5,0.0304,0.014536311,100
29:27.4,5,0.032,0.011130328,100
29:28.7,5,0.0336,0.141617164,97.5
29:30.0,5,0.0352,0.022193301,100
29:31.4,5,0.0368,0.011760395,100
29:32.7,5,0.0384,0.072244123,95
29:34.0,5,0.04,0.045643002,97.5
29:35.3,5,0.0416,0.011958648,100
29:36.6,5,0.0432,0.034992237,100
29:37.9,5,0.0448,0.040408727,97.5
29:39.2,5,0.0464,0.076294526,97.5
29:40.5,5,0.048,0.14255555,92.5
29:41.8,5,0.0496,0.132873207,97.5
29:43.1,5,0.0512,0.009207242,100
29:44.4,5,0.0528,0.029640716,100
29:45.7,5,0.0544,0.099438526,97.5
29:47.0,5,0.056,0.203808755,95
29:48.3,5,0.0576,0.021440621,100
29:49.6,5,0.0592,0.005508306,100
29:50.9,5,0.0608,0.051754665,95
29:52.2,5,0.0624,0.0641094,97.5
29:53.5,5,0.064,0.033194818,97.5
29:54.8,5,0.0656,0.083573841,97.5
29:56.1,5,0.0672,0.016035674,100
29:57.4,5,0.0688,0.009300177,100
29:58.7,5,0.0704,0.008934724,100
30:00.0,5,0.072,0.001916233,100
30:01.3,5,0.0736,0.176742241,97.5
30:02.7,5,0.0752,0.126302868,95
30:04.0,5,0.0768,0.12076769,97.5
30:05.3,5,0.0784,0.040696658,100
30:06.6,5,0.08,0.034538992,100
30:07.9,5,0.0816,0.09930823,95
30:09.2,5,0.0832,0.037251897,100
30:10.5,5,0.0848,0.168082491,97.5
30:11.8,5,0.0864,0.002448748,100
30:13.1,5,0.088,0.067144893,95
30:14.4,5,0.0896,0.143492967,95
30:15.7,5,0.0912,0.041397236,100
30:17.0,5,0.0928,0.059701227,97.5
30:18.3,5,0.0944,0.021566754,100
30:19.6,5,0.096,0.037709754,100
30:20.9,5,0.0976,0.0231179,100
30:22.2,5,0.0992,0.0994967,95
30:23.5,5,0.1008,0.026988532,97.5
30:24.8,5,0.1024,0.012383246,100
30:26.1,5,0.104,0.076961219,97.5
