Time ,epoch,stage,train loss,accuracy
02:29.5,3,0.048,0.275215536,87.5
02:30.8,3,0.0496,0.026029978,100
02:32.1,3,0.0512,0.132362947,95
02:33.4,3,0.0528,0.06034084,97.5
02:34.7,3,0.0544,0.112073764,92.5
02:36.0,3,0.056,0.053798892,97.5
02:37.3,3,0.0576,0.165719002,95
02:38.6,3,0.0592,0.078520529,95
02:39.9,3,0.0608,0.158283502,92.5
02:41.2,3,0.0624,0.242770478,95
02:42.5,3,0.064,0.100093149,95
02:43.8,3,0.0656,0.171645597,95
02:45.1,3,0.0672,0.121451184,92.5
02:46.4,3,0.0688,0.090285257,95
02:47.7,3,0.0704,0.153526753,97.5
02:49.0,3,0.072,0.275807738,92.5
02:50.3,3,0.0736,0.066863179,97.5
02:51.6,3,0.0752,0.085064694,97.5
02:52.9,3,0.0768,0.238701254,90
02:54.2,3,0.0784,0.169833004,92.5
02:55.5,3,0.08,0.190451458,97.5
02:56.8,3,0.0816,0.07515011,97.5
02:58.1,3,0.0832,0.099902339,97.5
02:59.5,3,0.0848,0.130370885,97.5
03:00.7,3,0.0864,0.331741005,92.5
03:02.1,3,0.088,0.397355527,92.5
03:03.4,3,0.0896,0.16472742,92.5
03:04.7,3,0.0912,0.180334389,95
03:06.0,3,0.0928,0.11967957,92.5
03:07.3,3,0.0944,0.149749592,95
03:08.6,3,0.096,0.116964921,95
03:09.9,3,0.0976,0.144531965,95
03:11.2,3,0.0992,0.085894592,100
03:12.5,3,0.1008,0.12440078,97.5
03:13.8,3,0.1024,0.177929044,97.5
03:15.1,3,0.104,0.123679779,92.5
03:16.4,3,0.1056,0.075330757,95
03:17.7,3,0.1072,0.200946644,92.5
03:19.0,3,0.1088,0.205194801,92.5
03:20.3,3,0.1104,0.058808874,100
03:21.6,3,0.112,0.095701188,97.5
03:22.9,3,0.1136,0.054056298,100
03:24.2,3,0.1152,0.174056053,92.5
03:25.5,3,0.1168,0.436534882,87.5
03:26.8,3,0.1184,0.139246896,95
03:28.1,3,0.12,0.217094779,92.5
03:29.4,3,0.1216,0.242331222,92.5
03:30.7,3,0.1232,0.289182276,95
03:32.0,3,0.1248,0.261637092,92.5
03:33.3,3,0.1264,0.145713627,95
03:34.6,3,0.128,0.223374963,87.5
03:35.9,3,0.1296,0.177536532,97.5
03:37.3,3,0.1312,0.069130704,97.5
03:38.6,3,0.1328,0.104604304,95
03:39.9,3,0.1344,0.156764105,90
03:41.2,3,0.136,0.175267026,90
03:42.5,3,0.1376,0.104473494,97.5
03:43.8,3,0.1392,0.123240337,95
03:45.1,3,0.1408,0.160297364,95
03:46.4,3,0.1424,0.093538038,97.5
03:47.7,3,0.144,0.057916075,100
03:49.0,3,0.1456,0.051808696,100
03:50.3,3,0.1472,0.096316092,97.5
03:51.6,3,0.1488,0.144221917,92.5
03:52.9,3,0.1504,0.238567263,90
03:54.2,3,0.152,0.048334204,100
03:55.5,3,0.1536,0.172470555,95
03:56.8,3,0.1552,0.152604386,97.5
03:58.1,3,0.1568,0.225477606,90
03:59.4,3,0.1584,0.112033784,97.5
04:00.7,3,0.16,0.047968782,97.5
04:02.0,3,0.1616,0.051269628,100
04:03.3,3,0.1632,0.086941227,97.5
04:04.6,3,0.1648,0.073920503,97.5
04:05.9,3,0.1664,0.116528139,97.5
04:07.2,3,0.168,0.056239836,97.5
04:08.5,3,0.1696,0.11142049,97.5
04:09.8,3,0.1712,0.063275367,97.5
04:11.2,3,0.1728,0.089474209,97.5
04:12.5,3,0.1744,0.145946726,97.5
04:13.8,3,0.176,0.06093638,100
04:15.1,3,0.1776,0.085635982,97.5
04:16.4,3,0.1792,0.162158415,97.5
04:17.7,3,0.1808,0.178950042,97.5
04:19.0,3,0.1824,0.114524521,95
04:20.3,3,0.184,0.156504035,95
04:21.6,3,0.1856,0.036395762,100
04:22.9,3,0.1872,0.043569136,100
04:24.2,3,0.1888,0.058974225,97.5
04:25.5,3,0.1904,0.152751714,97.5
04:26.8,3,0.192,0.163659945,95
04:28.1,3,0.1936,0.073141038,97.5
04:29.4,3,0.1952,0.02469367,100
04:30.7,3,0.1968,0.047992315,97.5
04:32.1,3,0.1984,0.138379619,95
04:33.4,3,0.2,0.078954116,97.5
04:34.7,3,0.2016,0.329784334,92.5
04:36.0,3,0.2032,0.136734918,95
04:37.3,3,0.2048,0.315561235,92.5
04:38.6,3,0.2064,0.041940294,97.5
04:39.9,3,0.208,0.065367967,95
04:41.2,3,0.2096,0.120966993,95
04:42.5,3,0.2112,0.030978644,97.5
04:43.8,3,0.2128,0.099079229,97.5
04:45.1,3,0.2144,0.173775673,97.5
04:46.4,3,0.216,0.198439479,95
04:47.7,3,0.2176,0.154126257,95
04:49.0,3,0.2192,0.053706001,97.5
04:50.3,3,0.2208,0.049095318,97.5
04:51.6,3,0.2224,0.220926285,90
04:53.0,3,0.224,0.09921819,97.5
04:54.3,3,0.2256,0.12810351,97.5
04:55.6,3,0.2272,0.214230895,92.5
04:56.9,3,0.2288,0.275322646,90
04:58.2,3,0.2304,0.088670447,97.5
04:59.5,3,0.232,0.381014138,90
05:00.8,3,0.2336,0.108008765,95
05:02.1,3,0.2352,0.123675287,92.5
05:03.4,3,0.2368,0.601112247,90
05:04.7,3,0.2384,0.124275781,95
05:06.0,3,0.24,0.174971506,90
05:07.3,3,0.2416,0.252842605,95
05:08.6,3,0.2432,0.126419455,92.5
05:09.9,3,0.2448,0.106921077,95
05:11.2,3,0.2464,0.092369676,97.5
05:12.5,3,0.248,0.191741705,92.5
05:13.8,3,0.2496,0.02293634,100
05:15.1,3,0.2512,0.139723405,95
05:16.4,3,0.2528,0.26600486,92.5
05:17.7,3,0.2544,0.119463369,95
05:19.0,3,0.256,0.154319897,97.5
05:20.3,3,0.2576,0.174439996,92.5
05:21.6,3,0.2592,0.076662809,97.5
05:22.9,3,0.2608,0.091985926,97.5
05:24.2,3,0.2624,0.182816848,92.5
05:25.5,3,0.264,0.054977786,97.5
05:26.8,3,0.2656,0.138428733,92.5
05:28.1,3,0.2672,0.346355736,90
05:29.4,3,0.2688,0.101862118,95
05:30.7,3,0.2704,0.315786541,90
05:32.1,3,0.272,0.079375245,97.5
05:33.4,3,0.2736,0.16593492,92.5
05:34.7,3,0.2752,0.111421183,97.5
05:36.0,3,0.2768,0.122886024,92.5
05:37.3,3,0.2784,0.108518578,97.5
05:38.6,3,0.28,0.227177054,90
05:39.9,3,0.2816,0.059278816,97.5
05:41.2,3,0.2832,0.115749553,92.5
05:42.5,3,0.2848,0.074687041,95
05:43.8,3,0.2864,0.214760214,90
05:45.1,3,0.288,0.141405925,95
05:46.4,3,0.2896,0.096075766,100
05:47.7,3,0.2912,0.084132873,95
05:49.0,3,0.2928,0.080192968,97.5
05:50.3,3,0.2944,0.033245765,97.5
05:51.6,3,0.296,0.088229164,97.5
05:52.9,3,0.2976,0.175134927,95
05:54.2,3,0.2992,0.080763713,97.5
05:55.5,3,0.3008,0.25092712,87.5
05:56.8,3,0.3024,0.109292291,97.5
05:58.1,3,0.304,0.080545262,97.5
05:59.4,3,0.3056,0.259169489,90
06:00.7,3,0.3072,0.078874312,95
06:02.0,3,0.3088,0.104953326,95
06:03.3,3,0.3104,0.040458169,100
06:04.6,3,0.312,0.319143593,87.5
06:05.9,3,0.3136,0.094770901,95
06:07.2,3,0.3152,0.134305328,95
06:08.5,3,0.3168,0.14145273,97.5
06:09.8,3,0.3184,0.072537735,97.5
06:11.1,3,0.32,0.039257307,97.5
06:12.4,3,0.3216,0.182897627,92.5
06:13.7,3,0.3232,0.354302883,92.5
06:15.0,3,0.3248,0.062948123,95
06:16.3,3,0.3264,0.195665389,92.5
06:17.6,3,0.328,0.053547699,97.5
06:18.9,3,0.3296,0.162501201,97.5
06:20.2,3,0.3312,0.080576941,97.5
06:21.5,3,0.3328,0.106931075,97.5
06:22.8,3,0.3344,0.046550624,97.5
06:24.1,3,0.336,0.12446861,97.5
06:25.4,3,0.3376,0.03978432,100
06:26.7,3,0.3392,0.335689604,87.5
06:28.1,3,0.3408,0.19332546,87.5
06:29.4,3,0.3424,0.083127454,97.5
06:30.7,3,0.344,0.145319194,92.5
06:32.0,3,0.3456,0.122289754,97.5
06:33.3,3,0.3472,0.053123742,97.5
06:34.6,3,0.3488,0.235791355,95
06:35.9,3,0.3504,0.152376026,90
06:37.2,3,0.352,0.073745608,97.5
06:38.5,3,0.3536,0.3584041,87.5
06:39.8,3,0.3552,0.107453451,97.5
06:41.1,3,0.3568,0.087686494,97.5
06:42.4,3,0.3584,0.14963004,92.5
06:43.7,3,0.36,0.112191655,95
06:45.0,3,0.3616,0.078178041,97.5
06:46.3,3,0.3632,0.12540172,95
06:47.6,3,0.3648,0.095469445,97.5
06:48.9,3,0.3664,0.122189656,97.5
06:50.2,3,0.368,0.175932184,95
06:51.5,3,0.3696,0.027059693,100
06:52.8,3,0.3712,0.228701666,90
06:54.1,3,0.3728,0.099096701,95
06:55.5,3,0.3744,0.151781112,92.5
06:56.8,3,0.376,0.030418986,100
06:58.1,3,0.3776,0.040701702,100
06:59.4,3,0.3792,0.157727897,95
07:00.7,3,0.3808,0.076793782,95
07:02.0,3,0.3824,0.311647594,87.5
07:03.3,3,0.384,0.072534457,95
07:04.6,3,0.3856,0.14096871,97.5
07:05.9,3,0.3872,0.170455441,95
07:07.2,3,0.3888,0.072954789,97.5
07:08.5,3,0.3904,0.22438772,95
07:09.8,3,0.392,0.067226753,97.5
07:11.1,3,0.3936,0.175018176,92.5
07:12.4,3,0.3952,0.09812893,95
07:13.7,3,0.3968,0.02267025,100
07:15.0,3,0.3984,0.186998278,95
07:16.3,3,0.4,0.086579874,97.5
07:17.6,3,0.4016,0.288053036,90
07:18.9,3,0.4032,0.23060827,95
07:20.2,3,0.4048,0.090078704,95
07:21.5,3,0.4064,0.049149293,97.5
07:22.8,3,0.408,0.240669638,97.5
07:24.1,3,0.4096,0.063132256,97.5
07:25.4,3,0.4112,0.307220727,87.5
07:26.7,3,0.4128,0.102795221,95
07:28.0,3,0.4144,0.335010976,90
07:29.3,3,0.416,0.05070607,100
07:30.6,3,0.4176,0.08200486,97.5
07:31.9,3,0.4192,0.13686572,95
07:33.3,3,0.4208,0.134796664,95
07:34.6,3,0.4224,0.387809575,85
07:35.9,3,0.424,0.078925371,97.5
07:37.2,3,0.4256,0.117759347,92.5
07:38.5,3,0.4272,0.253592074,90
07:39.8,3,0.4288,0.105004214,95
07:41.1,3,0.4304,0.199532956,90
07:42.4,3,0.432,0.123462021,97.5
07:43.7,3,0.4336,0.237540796,95
07:45.0,3,0.4352,0.03267803,100
07:46.3,3,0.4368,0.092330806,97.5
07:47.6,3,0.4384,0.02697972,100
07:48.9,3,0.44,0.090559043,97.5
07:50.2,3,0.4416,0.120724238,97.5
07:51.5,3,0.4432,0.455156147,90
07:52.8,3,0.4448,0.297580361,90
07:54.1,3,0.4464,0.127323553,97.5
07:55.4,3,0.448,0.112902403,95
07:56.7,3,0.4496,0.07262782,100
07:58.0,3,0.4512,0.063501671,97.5
07:59.3,3,0.4528,0.409151167,90
08:00.6,3,0.4544,0.151732579,95
08:01.9,3,0.456,0.186984807,95
08:03.2,3,0.4576,0.137968481,95
08:04.5,3,0.4592,0.108002499,95
08:05.8,3,0.4608,0.114950836,97.5
08:07.1,3,0.4624,0.14056088,95
08:08.4,3,0.464,0.123528279,95
08:09.7,3,0.4656,0.118429467,95
08:11.0,3,0.4672,0.060854591,97.5
08:12.3,3,0.4688,0.012997562,100
08:13.7,3,0.4704,0.229698628,90
08:15.0,3,0.472,0.068061069,100
08:16.3,3,0.4736,0.080874071,100
08:17.6,3,0.4752,0.066977218,97.5
08:18.9,3,0.4768,0.068460636,97.5
08:20.2,3,0.4784,0.206641316,95
08:21.5,3,0.48,0.092677161,97.5
08:22.8,3,0.4816,0.346502244,92.5
08:24.1,3,0.4832,0.11877121,95
08:25.4,3,0.4848,0.092853308,97.5
08:26.7,3,0.4864,0.200782701,95
08:28.0,3,0.488,0.286244124,90
08:29.3,3,0.4896,0.281490743,95
08:30.6,3,0.4912,0.045225862,100
08:31.9,3,0.4928,0.081653424,97.5
08:33.2,3,0.4944,0.095080584,97.5
08:34.5,3,0.496,0.13283968,97.5
08:35.8,3,0.4976,0.212675065,92.5
08:37.2,3,0.4992,0.061456896,100
08:38.4,3,0.5008,0.149306208,90
08:39.8,3,0.5024,0.09770944,95
08:41.1,3,0.504,0.093849674,95
08:42.4,3,0.5056,0.201833516,92.5
08:43.7,3,0.5072,0.07206662,97.5
08:45.0,3,0.5088,0.255314738,95
08:46.3,3,0.5104,0.149389163,95
08:47.6,3,0.512,0.147693962,92.5
08:48.9,3,0.5136,0.047334615,100
08:50.2,3,0.5152,0.122045718,97.5
08:51.5,3,0.5168,0.212505177,92.5
08:52.8,3,0.5184,0.170424417,95
08:54.1,3,0.52,0.126735941,95
08:55.4,3,0.5216,0.082202993,97.5
08:56.7,3,0.5232,0.040246971,100
08:58.1,3,0.5248,0.083557159,97.5
08:59.4,3,0.5264,0.49595657,80
09:00.7,3,0.528,0.242820099,90
09:02.0,3,0.5296,0.078889176,97.5
09:03.3,3,0.5312,0.05857905,100
09:04.6,3,0.5328,0.093361765,95
09:05.9,3,0.5344,0.297541738,90
09:07.2,3,0.536,0.138454452,95
09:08.5,3,0.5376,0.255682081,95
09:09.8,3,0.5392,0.048557561,100
09:11.1,3,0.5408,0.038650282,100
09:12.4,3,0.5424,0.160583213,97.5
09:13.7,3,0.544,0.092880547,97.5
09:15.0,3,0.5456,0.201748103,90
09:16.3,3,0.5472,0.153230578,95
09:17.6,3,0.5488,0.109019756,95
09:18.9,3,0.5504,0.223343372,92.5
09:20.2,3,0.552,0.174487278,95
09:21.5,3,0.5536,0.205163926,85
09:22.8,3,0.5552,0.107393183,95
09:24.1,3,0.5568,0.04913874,97.5
09:25.4,3,0.5584,0.046526544,100
09:26.7,3,0.56,0.161928847,95
09:28.0,3,0.5616,0.20111458,92.5
09:29.3,3,0.5632,0.076850578,97.5
09:30.6,3,0.5648,0.222389743,90
09:31.9,3,0.5664,0.12331859,92.5
09:33.2,3,0.568,0.150957197,95
09:34.6,3,0.5696,0.032898776,100
09:35.9,3,0.5712,0.051382642,100
09:37.2,3,0.5728,0.383399904,92.5
09:38.5,3,0.5744,0.05779596,97.5
09:39.8,3,0.576,0.122817695,95
09:41.1,3,0.5776,0.07376717,97.5
09:42.4,3,0.5792,0.275261819,92.5
09:43.7,3,0.5808,0.062066287,100
09:45.0,3,0.5824,0.06226638,97.5
09:46.3,3,0.584,0.147809967,95
09:47.6,3,0.5856,0.088944651,95
09:48.9,3,0.5872,0.313791424,90
09:50.2,3,0.5888,0.144656509,95
09:51.5,3,0.5904,0.254851013,95
09:52.8,3,0.592,0.107449077,97.5
09:54.1,3,0.5936,0.143435478,92.5
09:55.4,3,0.5952,0.196385428,95
09:56.7,3,0.5968,0.153706014,92.5
09:58.0,3,0.5984,0.037494663,100
09:59.3,3,0.6,0.120813251,92.5
10:00.6,3,0.6016,0.218954593,92.5
10:01.9,3,0.6032,0.044762474,100
10:03.2,3,0.6048,0.180664375,92.5
10:04.5,3,0.6064,0.148813888,95
10:05.8,3,0.608,0.218433022,90
10:07.1,3,0.6096,0.208890527,95
10:08.4,3,0.6112,0.278837353,87.5
10:09.8,3,0.6128,0.042520393,100
10:11.1,3,0.6144,0.044856794,100
10:12.4,3,0.616,0.059691943,97.5
10:13.7,3,0.6176,0.086856127,97.5
10:15.0,3,0.6192,0.12245746,92.5
10:16.3,3,0.6208,0.118476436,95
10:17.6,3,0.6224,0.088476345,95
10:18.9,3,0.624,0.096848421,95
10:20.2,3,0.6256,0.166723579,92.5
10:21.5,3,0.6272,0.016225135,100
10:22.8,3,0.6288,0.093938373,95
10:24.1,3,0.6304,0.316946864,90
10:25.4,3,0.632,0.066503063,97.5
10:26.7,3,0.6336,0.052614909,97.5
10:28.0,3,0.6352,0.336705118,92.5
10:29.3,3,0.6368,0.231587365,92.5
10:30.6,3,0.6384,0.054239877,100
10:31.9,3,0.64,0.450448751,90
10:33.2,3,0.6416,0.223823279,95
10:34.5,3,0.6432,0.144415706,90
10:35.8,3,0.6448,0.244310468,87.5
10:37.1,3,0.6464,0.068829745,100
10:38.4,3,0.648,0.058038317,100
10:39.7,3,0.6496,0.099624492,97.5
10:41.0,3,0.6512,0.237255543,92.5
10:42.3,3,0.6528,0.063385956,100
10:43.6,3,0.6544,0.074385136,95
10:44.9,3,0.656,0.137906328,92.5
10:46.2,3,0.6576,0.204718634,95
10:47.5,3,0.6592,0.119530544,95
10:48.8,3,0.6608,0.366309911,90
10:50.2,3,0.6624,0.098428942,97.5
10:51.5,3,0.664,0.137709811,95
10:52.8,3,0.6656,0.164723456,95
10:54.1,3,0.6672,0.143893212,92.5
10:55.4,3,0.6688,0.137009963,95
10:56.7,3,0.6704,0.037774794,100
10:58.0,3,0.672,0.371209919,87.5
10:59.3,3,0.6736,0.106373414,97.5
11:00.6,3,0.6752,0.117643394,97.5
11:01.9,3,0.6768,0.140990749,97.5
11:03.2,3,0.6784,0.132467538,92.5
11:04.5,3,0.68,0.128544822,97.5
11:05.8,3,0.6816,0.32641688,92.5
11:07.1,3,0.6832,0.076364353,97.5
11:08.4,3,0.6848,0.223480463,92.5
11:09.8,3,0.6864,0.152138174,92.5
11:11.1,3,0.688,0.138463274,95
11:12.4,3,0.6896,0.166997299,90
11:13.7,3,0.6912,0.145514101,97.5
11:15.0,3,0.6928,0.164514557,92.5
11:16.3,3,0.6944,0.083490059,97.5
11:17.6,3,0.696,0.043295622,100
11:18.9,3,0.6976,0.260691226,90
11:20.2,3,0.6992,0.162492156,95
11:21.5,3,0.7008,0.063553698,100
11:22.8,3,0.7024,0.109556988,95
11:24.1,3,0.704,0.19818987,95
11:25.4,3,0.7056,0.256794989,90
11:26.7,3,0.7072,0.054805886,100
11:28.0,3,0.7088,0.07057815,97.5
11:29.3,3,0.7104,0.10415516,95
11:30.6,3,0.712,0.141789615,95
11:32.0,3,0.7136,0.310438275,90
11:33.3,3,0.7152,0.173964813,95
11:34.6,3,0.7168,0.282184303,82.5
11:35.9,3,0.7184,0.131666943,95
11:37.2,3,0.72,0.008187553,100
11:38.5,3,0.7216,0.200107619,95
11:39.8,3,0.7232,0.088185444,97.5
11:41.1,3,0.7248,0.130267829,95
11:42.4,3,0.7264,0.103621565,95
11:43.7,3,0.728,0.014170164,100
11:45.0,3,0.7296,0.210186034,90
11:46.3,3,0.7312,0.199464262,92.5
11:47.6,3,0.7328,0.129188061,95
11:48.9,3,0.7344,0.07891389,97.5
11:50.3,3,0.736,0.091659583,97.5
11:51.6,3,0.7376,0.082309656,97.5
11:52.9,3,0.7392,0.161161482,95
11:54.2,3,0.7408,0.164506674,95
11:55.5,3,0.7424,0.202498764,92.5
11:56.8,3,0.744,0.327629387,87.5
11:58.1,3,0.7456,0.059431158,100
11:59.4,3,0.7472,0.037678242,100
12:00.7,3,0.7488,0.093144201,97.5
12:02.0,3,0.7504,0.122939385,95
12:03.3,3,0.752,0.14061141,95
12:04.6,3,0.7536,0.165293545,95
12:05.9,3,0.7552,0.042110424,100
12:07.2,3,0.7568,0.292349517,87.5
12:08.5,3,0.7584,0.182475761,92.5
12:09.8,3,0.76,0.128092676,95
12:11.1,3,0.7616,0.149316162,92.5
12:12.4,3,0.7632,0.228790641,95
12:13.8,3,0.7648,0.218043849,95
12:15.1,3,0.7664,0.253463686,95
12:16.4,3,0.768,0.156949967,95
12:17.7,3,0.7696,0.062782459,97.5
12:19.0,3,0.7712,0.079580672,97.5
12:20.3,3,0.7728,0.052653976,100
12:21.6,3,0.7744,0.182615653,92.5
12:22.9,3,0.776,0.098596327,97.5
12:24.2,3,0.7776,0.055004604,100
12:25.5,3,0.7792,0.059891183,97.5
12:26.8,3,0.7808,0.173976734,95
12:28.1,3,0.7824,0.174085662,90
12:29.5,3,0.784,0.112741195,97.5
12:30.8,3,0.7856,0.075749628,95
12:32.1,3,0.7872,0.141153723,92.5
12:33.4,3,0.7888,0.081372067,95
12:34.7,3,0.7904,0.162555128,95
12:36.0,3,0.792,0.121656515,97.5
12:37.3,3,0.7936,0.174994409,90
12:38.6,3,0.7952,0.057134371,100
12:39.9,3,0.7968,0.321857333,87.5
12:41.2,3,0.7984,0.138734549,95
12:42.5,3,0.8,0.10191264,97.5
12:43.8,3,0.8016,0.269841313,85
12:45.1,3,0.8032,0.070090674,95
12:46.4,3,0.8048,0.290820569,92.5
12:47.7,3,0.8064,0.300550967,95
12:49.0,3,0.808,0.155818373,95
12:50.3,3,0.8096,0.122055471,95
12:51.6,3,0.8112,0.107431963,97.5
12:53.0,3,0.8128,0.050390571,100
12:54.3,3,0.8144,0.12349458,95
12:55.6,3,0.816,0.212967634,90
12:56.9,3,0.8176,0.193915725,95
12:58.2,3,0.8192,0.207192749,90
12:59.5,3,0.8208,0.103247367,97.5
13:00.8,3,0.8224,0.354201645,90
13:02.1,3,0.824,0.098321661,97.5
13:03.4,3,0.8256,0.138185427,95
13:04.7,3,0.8272,0.132934004,95
13:06.0,3,0.8288,0.13955155,92.5
13:07.3,3,0.8304,0.160824984,90
13:08.6,3,0.832,0.136266053,95
13:09.9,3,0.8336,0.097460918,95
13:11.2,3,0.8352,0.097798407,97.5
13:12.5,3,0.8368,0.091026857,95
13:13.8,3,0.8384,0.083458588,97.5
13:15.2,3,0.84,0.139485449,95
13:16.4,3,0.8416,0.283508092,92.5
13:17.7,3,0.8432,0.03821703,100
13:19.0,3,0.8448,0.139597639,97.5
13:20.3,3,0.8464,0.349720001,90
13:21.7,3,0.848,0.063094556,97.5
13:23.0,3,0.8496,0.126142383,92.5
13:24.3,3,0.8512,0.05135309,95
13:25.6,3,0.8528,0.147849441,95
13:26.9,3,0.8544,0.041656859,100
13:28.2,3,0.856,0.125225693,97.5
13:29.5,3,0.8576,0.390231788,90
13:30.8,3,0.8592,0.085709989,97.5
13:32.1,3,0.8608,0.132118791,95
13:33.4,3,0.8624,0.166240305,90
13:34.7,3,0.864,0.142200574,92.5
13:36.1,3,0.8656,0.377461672,92.5
13:37.4,3,0.8672,0.064073637,97.5
13:38.7,3,0.8688,0.027344245,100
13:40.0,3,0.8704,0.132856786,95
13:41.3,3,0.872,0.169289321,95
13:42.6,3,0.8736,0.108654663,95
13:43.9,3,0.8752,0.041135766,97.5
13:45.2,3,0.8768,0.178127244,95
13:46.5,3,0.8784,0.080220409,95
13:47.8,3,0.88,0.147640035,97.5
13:49.1,3,0.8816,0.108521916,92.5
13:50.4,3,0.8832,0.059009641,100
13:51.7,3,0.8848,0.13865608,95
13:53.0,3,0.8864,0.223464534,95
13:54.3,3,0.888,0.08288227,97.5
13:55.6,3,0.8896,0.147032917,97.5
13:56.9,3,0.8912,0.264197648,90
13:58.2,3,0.8928,0.075176693,95
13:59.5,3,0.8944,0.066412002,97.5
14:00.8,3,0.896,0.102472685,97.5
14:02.1,3,0.8976,0.137574837,95
14:03.5,3,0.8992,0.131460711,92.5
14:04.8,3,0.9008,0.348646164,90
14:06.1,3,0.9024,0.172226518,92.5
14:07.4,3,0.904,0.260098845,92.5
14:08.7,3,0.9056,0.090528846,95
14:10.0,3,0.9072,0.069798037,97.5
14:11.3,3,0.9088,0.052339416,97.5
14:12.6,3,0.9104,0.242362618,92.5
14:13.9,3,0.912,0.126645416,97.5
14:15.2,3,0.9136,0.063608773,97.5
14:16.5,3,0.9152,0.038576636,100
14:17.8,3,0.9168,0.329176933,90
14:19.1,3,0.9184,0.119317934,97.5
14:20.4,3,0.92,0.194622755,95
14:21.7,3,0.9216,0.068651266,97.5
14:23.0,3,0.9232,0.096223816,95
14:24.3,3,0.9248,0.109193563,95
14:25.6,3,0.9264,0.076282546,97.5
14:26.9,3,0.928,0.146082863,97.5
14:28.2,3,0.9296,0.062946603,95
14:29.5,3,0.9312,0.073257931,97.5
14:30.8,3,0.9328,0.03166407,100
14:32.1,3,0.9344,0.1622096,95
14:33.4,3,0.936,0.269402921,92.5
14:34.8,3,0.9376,0.240303114,95
14:36.1,3,0.9392,0.349247038,95
14:37.4,3,0.9408,0.0982586,97.5
14:38.7,3,0.9424,0.053695548,97.5
14:40.0,3,0.944,0.06300395,100
14:41.3,3,0.9456,0.238067582,87.5
14:42.6,3,0.9472,0.038394086,100
14:43.9,3,0.9488,0.110263348,95
14:45.2,3,0.9504,0.131627828,95
14:46.5,3,0.952,0.164708003,95
14:47.8,3,0.9536,0.159375414,95
14:49.1,3,0.9552,0.049191814,100
14:50.4,3,0.9568,0.112180792,100
14:51.7,3,0.9584,0.120406643,95
14:53.0,3,0.96,0.12551339,97.5
14:54.3,3,0.9616,0.116286755,92.5
14:55.6,3,0.9632,0.015578344,100
14:56.9,3,0.9648,0.148412436,95
14:58.2,3,0.9664,0.284715116,87.5
14:59.5,3,0.968,0.136450261,95
15:00.8,3,0.9696,0.062842146,97.5
15:02.1,3,0.9712,0.138221979,95
15:03.4,3,0.9728,0.128243834,95
15:04.7,3,0.9744,0.067522995,97.5
15:06.1,3,0.976,0.177342758,95
15:07.4,3,0.9776,0.104935788,97.5
15:08.7,3,0.9792,0.119279861,97.5
15:10.0,3,0.9808,0.381992221,87.5
15:11.3,3,0.9824,0.073529437,100
15:12.6,3,0.984,0.085338175,95
15:13.9,3,0.9856,0.072282858,97.5
15:15.2,3,0.9872,0.186469436,92.5
15:16.5,3,0.9888,0.180192679,95
15:17.8,3,0.9904,0.299246818,85
15:19.1,3,0.992,0.092402488,95
15:20.4,3,0.9936,0.096333638,97.5
15:21.7,3,0.9952,0.05482652,97.5
15:23.0,3,0.9968,0.101703264,95
15:24.3,3,0.9984,0.199462086,92.5
15:25.6,3,1,0.138751641,95
15:27.0,4,0.0016,0.066076174,95
15:28.3,4,0.0032,0.167282373,97.5
15:29.6,4,0.0048,0.095797889,97.5
15:30.9,4,0.0064,0.025825169,100
15:32.2,4,0.008,0.117616579,97.5
15:33.5,4,0.0096,0.027125526,100
15:34.8,4,0.0112,0.131768033,92.5
15:36.1,4,0.0128,0.08695665,97.5
15:37.4,4,0.0144,0.08008305,97.5
15:38.7,4,0.016,0.080421813,97.5
15:40.0,4,0.0176,0.177682608,92.5
15:41.3,4,0.0192,0.110967182,97.5
15:42.6,4,0.0208,0.188007787,90
15:43.9,4,0.0224,0.130805686,97.5
15:45.2,4,0.024,0.064342871,97.5
15:46.5,4,0.0256,0.05026222,97.5
15:47.8,4,0.0272,0.055474587,100
15:49.1,4,0.0288,0.083899237,100
15:50.5,4,0.0304,0.095070995,97.5
15:51.8,4,0.032,0.055007398,97.5
15:53.1,4,0.0336,0.064215556,97.5
15:54.4,4,0.0352,0.101306498,92.5
15:55.7,4,0.0368,0.072864063,97.5
15:57.0,4,0.0384,0.046723153,100
15:58.3,4,0.04,0.084546037,97.5
15:59.6,4,0.0416,0.086655721,95
16:00.9,4,0.0432,0.06850718,97.5
16:02.2,4,0.0448,0.171619758,95
16:03.5,4,0.0464,0.034198903,100
16:04.8,4,0.048,0.018822942,100
16:06.1,4,0.0496,0.03452827,97.5
16:07.4,4,0.0512,0.087637365,97.5
16:08.7,4,0.0528,0.012564436,100
16:10.0,4,0.0544,0.02954484,100
16:11.4,4,0.056,0.126627445,95
16:12.7,4,0.0576,0.230544418,90
16:14.0,4,0.0592,0.199669734,92.5
16:15.3,4,0.0608,0.113677464,97.5
16:16.6,4,0.0624,0.045561947,100
16:17.9,4,0.064,0.037926927,100
16:19.2,4,0.0656,0.106865205,95
16:20.5,4,0.0672,0.096078053,95
16:21.8,4,0.0688,0.024113741,100
16:23.1,4,0.0704,0.024233352,100
16:24.4,4,0.072,0.043719672,97.5
16:25.7,4,0.0736,0.025959203,100
